"","...1","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2","WordPair","Conceptual","Valence","Category","Experiment"
"17041",101,"588e02b13326830001bc29cd","test_ValenceMatch_Positive",79,"ValenceMatchingOnly","inspiration","imagine","inspiration-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17042",102,"588e02b13326830001bc29cd","control_Similar",99,"SimilarControl","buy","purchase","buy-purchase","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17043",103,"588e02b13326830001bc29cd","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17044",104,"588e02b13326830001bc29cd","control_MaxMismatch",0,"MaxMismatch","admire","breathe","admire-breathe","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17045",105,"588e02b13326830001bc29cd","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17046",106,"588e02b13326830001bc29cd","control_Dissimilar",0,"DissimilarControl","add","remove","add-remove","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17047",107,"588e02b13326830001bc29cd","control_MaxMatch_Negative_Verb",0,"MaxMatch","choke","resent","choke-resent","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17048",108,"588e02b13326830001bc29cd","control_MaxMatch_Positive_Noun",33,"MaxMatch","freedom","gratitude","freedom-gratitude","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17049",109,"588e02b13326830001bc29cd","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","imagine","glide","imagine-glide","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17050",110,"588e02b13326830001bc29cd","control_MaxMatch_Positive_Verb",0,"MaxMatch","cherish","enlighten","cherish-enlighten","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17051",111,"588e02b13326830001bc29cd","control_MaxMatch_Negative_Noun",0,"MaxMatch","corpse","failure","corpse-failure","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17052",112,"588e02b13326830001bc29cd","test_ValenceMatch_Negative",67,"ValenceMatchingOnly","fester","hatred","fester-hatred","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17053",113,"588e02b13326830001bc29cd","test_ConceptualMatch_Noun",0,"ConceptualMatchingOnly","freedom","flowers","freedom-flowers","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17054",114,"588e02b13326830001bc29cd","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","freedom","admire","freedom-admire","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17055",115,"588e02b13326830001bc29cd","control_Similar",99,"SimilarControl","help","assist","help-assist","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17056",116,"588e02b13326830001bc29cd","control_Dissimilar",0,"DissimilarControl","rise","fall","rise-fall","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17057",117,"588e02b13326830001bc29cd","control_MaxMismatch",0,"MaxMismatch","imagine","running","imagine-running","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17058",118,"588e02b13326830001bc29cd","control_Similar",99,"SimilarControl","begin","start","begin-start","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17059",119,"588e02b13326830001bc29cd","control_Dissimilar",0,"DissimilarControl","begin","end","begin-end","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17060",120,"588e02b13326830001bc29cd","control_MaxMatch_Negative_Verb",0,"MaxMatch","bleed","resent","bleed-resent","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17061",121,"588e02b13326830001bc29cd","control_MaxMatch_Positive_Noun",19,"MaxMatch","inspiration","kindness","inspiration-kindness","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17062",122,"588e02b13326830001bc29cd","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","cherish","breathe","cherish-breathe","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17063",123,"588e02b13326830001bc29cd","control_MaxMatch_Positive_Verb",0,"MaxMatch","admire","imagine","admire-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17064",124,"588e02b13326830001bc29cd","control_MaxMatch_Negative_Noun",0,"MaxMatch","mud","hatred","mud-hatred","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17065",125,"588e02b13326830001bc29cd","test_ValenceMatch_Negative",64,"ValenceMatchingOnly","bleed","terror","bleed-terror","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17066",126,"588e02b13326830001bc29cd","test_ConceptualMatch_Noun",65,"ConceptualMatchingOnly","kindness","flowers","kindness-flowers","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17067",127,"588e02b13326830001bc29cd","test_ValenceMatch_Positive",23,"ValenceMatchingOnly","compassion","fulfill","compassion-fulfill","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17068",128,"588e02b13326830001bc29cd","control_Similar",62,"SimilarControl","use","employ","use-employ","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17069",129,"588e02b13326830001bc29cd","control_Dissimilar",0,"DissimilarControl","come","go","come-go","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17070",130,"588e02b13326830001bc29cd","control_MaxMismatch",0,"MaxMismatch","admire","glide","admire-glide","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17071",131,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","give","take","give-take","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17072",132,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","show","display","show-display","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17073",133,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Noun",99,"MaxMatch","compassion","kindness","compassion-kindness","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17074",134,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Verb",0,"MaxMatch","admire","fulfill","admire-fulfill","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17075",135,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17076",136,"583ec287ad2f4300014b355a","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","fulfill","glide","fulfill-glide","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17077",137,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Verb",0,"MaxMatch","resent","obsess","resent-obsess","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17078",138,"583ec287ad2f4300014b355a","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","kindness","fulfill","kindness-fulfill","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17079",139,"583ec287ad2f4300014b355a","control_MaxMismatch",0,"MaxMismatch","admire","home","admire-home","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17080",140,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","buy","purchase","buy-purchase","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17081",141,"583ec287ad2f4300014b355a","test_ConceptualMatch_Noun",75,"ConceptualMatchingOnly","gratitude","flowers","gratitude-flowers","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17082",142,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Noun",0,"MaxMatch","garbage","anxiety","garbage-anxiety","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17083",143,"583ec287ad2f4300014b355a","test_ValenceMatch_Negative",22,"ValenceMatchingOnly","fester","anxiety","fester-anxiety","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17084",144,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","begin","end","begin-end","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17085",145,"583ec287ad2f4300014b355a","control_Similar",0,"SimilarControl","begin","start","begin-start","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17086",146,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Noun",0,"MaxMatch","inspiration","kindness","inspiration-kindness","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17087",147,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Verb",2,"MaxMatch","cherish","imagine","cherish-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17088",148,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","arrive","leave","arrive-leave","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17089",149,"583ec287ad2f4300014b355a","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","fulfill","eat","fulfill-eat","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17090",150,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Verb",0,"MaxMatch","choke","befall","choke-befall","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17091",151,"583ec287ad2f4300014b355a","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","freedom","enlighten","freedom-enlighten","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17092",152,"583ec287ad2f4300014b355a","control_MaxMismatch",0,"MaxMismatch","fulfill","running","fulfill-running","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17093",153,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","ask","inquire","ask-inquire","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17094",154,"583ec287ad2f4300014b355a","test_ConceptualMatch_Noun",0,"ConceptualMatchingOnly","kindness","fireplace","kindness-fireplace","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17095",155,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Noun",0,"MaxMatch","hatred","anxiety","hatred-anxiety","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17096",156,"583ec287ad2f4300014b355a","test_ValenceMatch_Negative",14,"ValenceMatchingOnly","stab","grief","stab-grief","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17097",157,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","add","remove","add-remove","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17098",158,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17099",159,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Noun",22,"MaxMatch","compassion","gratitude","compassion-gratitude","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17100",160,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Verb",0,"MaxMatch","admire","imagine","admire-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17101",161,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","push","pull","push-pull","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17102",162,"583ec287ad2f4300014b355a","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","admire","glisten","admire-glisten","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17103",163,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Verb",0,"MaxMatch","bleed","exploit","bleed-exploit","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17104",164,"583ec287ad2f4300014b355a","test_ValenceMatch_Positive",11,"ValenceMatchingOnly","compassion","imagine","compassion-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17105",165,"583ec287ad2f4300014b355a","control_MaxMismatch",0,"MaxMismatch","cherish","breathe","cherish-breathe","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17106",166,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","use","employ","use-employ","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17107",167,"583ec287ad2f4300014b355a","test_ConceptualMatch_Noun",0,"ConceptualMatchingOnly","inspiration","home","inspiration-home","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17108",168,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Noun",0,"MaxMatch","toxin","anxiety","toxin-anxiety","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17109",169,"583ec287ad2f4300014b355a","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","writhe","hatred","writhe-hatred","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17110",170,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17111",171,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","end","finish","end-finish","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17112",172,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Noun",0,"MaxMatch","gratitude","inspiration","gratitude-inspiration","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17113",173,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Verb",0,"MaxMatch","admire","cherish","admire-cherish","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17114",174,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","rise","fall","rise-fall","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17115",175,"583ec287ad2f4300014b355a","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","admire","running","admire-running","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17116",176,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Verb",0,"MaxMatch","stab","obsess","stab-obsess","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17117",177,"583ec287ad2f4300014b355a","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","compassion","fulfill","compassion-fulfill","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17118",178,"583ec287ad2f4300014b355a","control_MaxMismatch",0,"MaxMismatch","enlighten","glisten","enlighten-glisten","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17119",179,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","need","require","need-require","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17120",180,"583ec287ad2f4300014b355a","test_ConceptualMatch_Noun",0,"ConceptualMatchingOnly","kindness","chocolate","kindness-chocolate","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17121",181,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Noun",0,"MaxMatch","toxin","garbage","toxin-garbage","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17122",182,"583ec287ad2f4300014b355a","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","fester","terror","fester-terror","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17123",183,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","enter","exit","enter-exit","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17124",184,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17125",185,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Noun",0,"MaxMatch","freedom","gratitude","freedom-gratitude","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17126",186,"583ec287ad2f4300014b355a","control_MaxMatch_Positive_Verb",0,"MaxMatch","enlighten","imagine","enlighten-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17127",187,"583ec287ad2f4300014b355a","control_Dissimilar",0,"DissimilarControl","come","go","come-go","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17128",188,"583ec287ad2f4300014b355a","test_ConceptualMatch_Verb",0,"ConceptualMatchingOnly","fulfill","glisten","fulfill-glisten","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17129",189,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Verb",4,"MaxMatch","criticize","obsess","criticize-obsess","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17130",190,"583ec287ad2f4300014b355a","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","gratitude","admire","gratitude-admire","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17131",191,"583ec287ad2f4300014b355a","control_MaxMismatch",0,"MaxMismatch","fulfill","glisten","fulfill-glisten","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17132",192,"583ec287ad2f4300014b355a","control_Similar",99,"SimilarControl","help","assist","help-assist","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17133",193,"583ec287ad2f4300014b355a","test_ConceptualMatch_Noun",0,"ConceptualMatchingOnly","kindness","beach","kindness-beach","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17134",194,"583ec287ad2f4300014b355a","control_MaxMatch_Negative_Noun",0,"MaxMatch","corpse","failure","corpse-failure","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17135",195,"583ec287ad2f4300014b355a","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","fester","failure","fester-failure","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17136",196,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","use","employ","use-employ","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17137",197,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","give","take","give-take","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17138",198,"6129781ecb8007ce6248a915","test_ValenceMatch_Positive",79,"ValenceMatchingOnly","compassion","enlighten","compassion-enlighten","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17139",199,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Noun",52,"MaxMatch","mud","grief","mud-grief","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17140",200,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17141",201,"6129781ecb8007ce6248a915","test_ConceptualMatch_Noun",53,"ConceptualMatchingOnly","freedom","flowers","freedom-flowers","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17142",202,"6129781ecb8007ce6248a915","test_ValenceMatch_Negative",62,"ValenceMatchingOnly","stab","grief","stab-grief","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17143",203,"6129781ecb8007ce6248a915","test_ConceptualMatch_Verb",51,"ConceptualMatchingOnly","enlighten","eat","enlighten-eat","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17144",204,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","add","remove","add-remove","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17145",205,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Verb",67,"MaxMatch","choke","resent","choke-resent","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17146",206,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Noun",99,"MaxMatch","compassion","kindness","compassion-kindness","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17147",207,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Verb",57,"MaxMatch","admire","imagine","admire-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17148",208,"6129781ecb8007ce6248a915","control_MaxMismatch",52,"MaxMismatch","imagine","eat","imagine-eat","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17149",209,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","need","require","need-require","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17150",210,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","arrive","leave","arrive-leave","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17151",211,"6129781ecb8007ce6248a915","test_ValenceMatch_Positive",67,"ValenceMatchingOnly","kindness","cherish","kindness-cherish","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17152",212,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Noun",54,"MaxMatch","mud","terror","mud-terror","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17153",213,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","buy","purchase","buy-purchase","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17154",214,"6129781ecb8007ce6248a915","test_ConceptualMatch_Noun",54,"ConceptualMatchingOnly","inspiration","chocolate","inspiration-chocolate","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17155",215,"6129781ecb8007ce6248a915","test_ValenceMatch_Negative",55,"ValenceMatchingOnly","bleed","failure","bleed-failure","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17156",216,"6129781ecb8007ce6248a915","test_ConceptualMatch_Verb",53,"ConceptualMatchingOnly","cherish","breathe","cherish-breathe","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17157",217,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","enter","exit","enter-exit","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17158",218,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Verb",53,"MaxMatch","choke","stab","choke-stab","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17159",219,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Noun",77,"MaxMatch","compassion","gratitude","compassion-gratitude","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17160",220,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Verb",55,"MaxMatch","enlighten","imagine","enlighten-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17161",221,"6129781ecb8007ce6248a915","control_MaxMismatch",79,"MaxMismatch","fulfill","eat","fulfill-eat","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17162",222,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","ask","inquire","ask-inquire","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17163",223,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17164",224,"6129781ecb8007ce6248a915","test_ValenceMatch_Positive",65,"ValenceMatchingOnly","inspiration","cherish","inspiration-cherish","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17165",225,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Noun",51,"MaxMatch","mud","hatred","mud-hatred","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17166",226,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17167",227,"6129781ecb8007ce6248a915","test_ConceptualMatch_Noun",51,"ConceptualMatchingOnly","gratitude","home","gratitude-home","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17168",228,"6129781ecb8007ce6248a915","test_ValenceMatch_Negative",64,"ValenceMatchingOnly","writhe","terror","writhe-terror","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17169",229,"6129781ecb8007ce6248a915","test_ConceptualMatch_Verb",72,"ConceptualMatchingOnly","fulfill","breathe","fulfill-breathe","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17170",230,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","come","go","come-go","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17171",231,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Verb",56,"MaxMatch","writhe","exploit","writhe-exploit","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17172",232,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Noun",60,"MaxMatch","compassion","freedom","compassion-freedom","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17173",233,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Verb",53,"MaxMatch","fulfill","imagine","fulfill-imagine","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17174",234,"6129781ecb8007ce6248a915","control_MaxMismatch",54,"MaxMismatch","admire","flowers","admire-flowers","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17175",235,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","begin","start","begin-start","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17176",236,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17177",237,"6129781ecb8007ce6248a915","test_ValenceMatch_Positive",66,"ValenceMatchingOnly","freedom","fulfill","freedom-fulfill","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17178",238,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Noun",64,"MaxMatch","slave","anxiety","slave-anxiety","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17179",239,"6129781ecb8007ce6248a915","control_Similar",99,"SimilarControl","show","display","show-display","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17180",240,"6129781ecb8007ce6248a915","test_ConceptualMatch_Noun",51,"ConceptualMatchingOnly","gratitude","fireplace","gratitude-fireplace","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17181",241,"6129781ecb8007ce6248a915","test_ValenceMatch_Negative",61,"ValenceMatchingOnly","fester","terror","fester-terror","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17182",242,"6129781ecb8007ce6248a915","test_ConceptualMatch_Verb",53,"ConceptualMatchingOnly","admire","eat","admire-eat","Syntactic","PositiveMismatch",NA,"Ex4: Syntactic (N v. V)"
"17183",243,"6129781ecb8007ce6248a915","control_Dissimilar",0,"DissimilarControl","rise","fall","rise-fall","Syntactic",NA,NA,"Ex4: Syntactic (N v. V)"
"17184",244,"6129781ecb8007ce6248a915","control_MaxMatch_Negative_Verb",63,"MaxMatch","exploit","obsess","exploit-obsess","Syntactic","NegativeMatch",NA,"Ex4: Syntactic (N v. V)"
"17185",245,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Noun",56,"MaxMatch","freedom","inspiration","freedom-inspiration","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
"17186",246,"6129781ecb8007ce6248a915","control_MaxMatch_Positive_Verb",78,"MaxMatch","enlighten","fulfill","enlighten-fulfill","Syntactic","PositiveMatch",NA,"Ex4: Syntactic (N v. V)"
